,selling_price
30559,299000
30560,299000
30561,299000
30562,299000
30563,299000
30564,299000
30565,299000
30566,299000
30567,299000
30568,299000
30569,299000
30570,302000
30571,302000
30572,302000
30573,302000
30574,302000
30575,302000
30576,302000
30577,302000
30578,302000
30579,302000
30580,302000
30581,302000
30582,302000
30583,302000
30584,302000
30585,302000
30586,302000
30587,302000
30588,302000
30589,302000
30590,302000
30591,302000
30592,302000
30593,302000
30594,302000
30595,302000
30596,302000
30597,302000
30598,302000
30599,302000
30600,302000
30601,302000
30602,302000
30603,302000
30604,302000
30605,302000
30606,302000
30607,302000
30608,302000
30609,302000
30610,302000
30611,302000
30612,302000
30613,302000
30614,302000
30615,302000
30616,302000
30617,302000
30618,302000
30619,302000
30620,302000
30621,302000
30622,302000
30623,302000
30624,302000
30625,302000
30626,302000
30627,302000
30628,302000
30629,302000
30630,302000
30631,302000
30632,302000
30633,302000
30634,302000
30635,302000
30636,302000
30637,302000
30638,302000
30639,302000
30640,302000
30641,302000
30642,302000
30643,302000
30644,302000
30645,302000
30646,302000
30647,302000
30648,302000
30649,302000
30650,302000
30651,302000
30652,302000
30653,302000
30654,302000
30655,302000
30656,302000
30657,302000
30658,302000
30659,302000
30660,302000
30661,302000
30662,302000
30663,302000
30664,302000
30665,302000
30666,302000
30667,302000
30668,302000
30669,302000
30670,302000
30671,302000
30672,302000
30673,302000
30674,302000
30675,302000
30676,302000
30677,302000
30678,302000
30679,302000
30680,302000
30681,302000
30682,302000
30683,302000
30684,302000
30685,302000
30686,302000
30687,302000
30688,302000
30689,302000
30690,302000
30691,302000
30692,302000
30693,302000
30694,302000
30695,302000
30696,302000
30697,302000
30698,302000
30699,302000
30700,302000
30701,302000
30702,302000
30703,302000
30704,302000
30705,302000
30706,302000
30707,302000
30708,302000
30709,302000
30710,302000
30711,302000
30712,302000
30713,302000
30714,302000
30715,302000
30716,302000
30717,302000
30718,302000
30719,302000
30720,302000
30721,302000
30722,302000
30723,302000
30724,302000
30725,302000
30726,302000
30727,302000
30728,302000
30729,302000
30730,302000
30731,302000
30732,302000
30733,302000
30734,302000
30735,302000
30736,302000
30737,302000
30738,302000
30739,302000
30740,302000
30741,302000
30742,302000
30743,302000
30744,302000
30745,302000
30746,302000
30747,302000
30748,302000
30749,302000
30750,302000
30751,302000
30752,302000
30753,302000
30754,302000
30755,302000
30756,302000
30757,302000
30758,302000
30759,302000
30760,302000
30761,302000
30762,302000
30763,302000
30764,302000
30765,305000
30766,305000
30767,305000
30768,305000
30769,305000
30770,305000
30771,305000
30772,305000
30773,305000
30774,305000
30775,305000
30776,305000
30777,305000
30778,305000
30779,305000
30780,305000
30781,305000
30782,305000
30783,305000
30784,305000
30785,305000
30786,305000
30787,305000
30788,305000
30789,305000
30790,305000
30791,305000
30792,305000
30793,305000
30794,305000
30795,305000
30796,305000
30797,305000
30798,305000
30799,305000
30800,305000
30801,305000
30802,305000
30803,305000
30804,305000
30805,305000
30806,305000
30807,305000
30808,305000
30809,305000
30810,305000
30811,305000
30812,305000
30813,305000
30814,305000
30815,305000
30816,305000
30817,305000
30818,305000
30819,305000
30820,305000
30821,305000
30822,305000
30823,305000
30824,305000
30825,305000
30826,305000
30827,305000
30828,305000
30829,305000
30830,305000
30831,305000
30832,305000
30833,305000
30834,305000
30835,305000
30836,305000
30837,305000
30838,305000
30839,305000
30840,305000
30841,305000
30842,305000
30843,305000
30844,305000
30845,305000
30846,305000
30847,305000
30848,305000
30849,305000
30850,305000
30851,305000
30852,305000
30853,305000
30854,305000
30855,305000
30856,305000
30857,305000
30858,305000
30859,305000
30860,305000
30861,305000
30862,305000
30863,305000
30864,305000
30865,305000
30866,305000
30867,305000
30868,305000
30869,305000
30870,305000
30871,305000
30872,305000
30873,305000
30874,305000
30875,305000
30876,305000
30877,305000
30878,305000
30879,305000
30880,305000
30881,305000
30882,305000
30883,305000
30884,305000
30885,305000
30886,305000
30887,305000
30888,305000
30889,305000
30890,305000
30891,305000
30892,305000
30893,305000
30894,305000
30895,305000
30896,305000
30897,305000
30898,305000
30899,305000
30900,305000
30901,305000
30902,305000
30903,305000
30904,305000
30905,305000
30906,305000
30907,305000
30908,305000
30909,305000
30910,305000
30911,305000
30912,305000
30913,305000
30914,305000
30915,305000
30916,305000
30917,305000
30918,305000
30919,305000
30920,305000
30921,305000
30922,305000
30923,305000
30924,305000
30925,305000
30926,305000
30927,305000
30928,305000
30929,305000
30930,305000
30931,305000
30932,305000
30933,305000
30934,305000
30935,305000
30936,305000
30937,305000
30938,305000
30939,305000
30940,305000
30941,305000
30942,305000
30943,305000
30944,305000
30945,305000
30946,305000
30947,305000
30948,305000
30949,305000
30950,305000
30951,305000
30952,305000
30953,305000
30954,305000
30955,305000
30956,305000
30957,305000
30958,305000
30959,307000
30960,307000
30961,307000
30962,307000
30963,307000
30964,307000
30965,307000
30966,307000
30967,307000
30968,307000
30969,307000
30970,307000
30971,307000
30972,307000
30973,307000
30974,307000
30975,307000
30976,307000
30977,307000
30978,307000
30979,307000
30980,307000
30981,307000
30982,307000
30983,307000
30984,307000
30985,307000
30986,307000
30987,307000
30988,307000
30989,307000
30990,307000
30991,307000
30992,307000
30993,307000
30994,307000
30995,307000
30996,307000
30997,307000
30998,307000
30999,307000
31000,307000
31001,307000
31002,307000
31003,307000
31004,307000
31005,307000
31006,307000
31007,307000
31008,307000
31009,307000
31010,307000
31011,307000
31012,307000
31013,307000
31014,307000
31015,307000
31016,307000
31017,307000
31018,307000
31019,307000
31020,307000
31021,307000
31022,307000
31023,307000
31024,307000
31025,307000
31026,307000
31027,307000
31028,307000
31029,307000
31030,307000
31031,307000
31032,307000
31033,307000
31034,307000
31035,307000
31036,307000
31037,307000
31038,307000
31039,307000
31040,307000
31041,307000
31042,307000
31043,307000
31044,307000
31045,307000
31046,307000
31047,307000
31048,307000
31049,307000
31050,307000
31051,307000
31052,307000
31053,307000
31054,307000
31055,307000
31056,307000
31057,307000
31058,307000
31059,307000
31060,307000
31061,307000
31062,307000
31063,307000
31064,307000
31065,307000
31066,307000
31067,307000
31068,307000
31069,307000
31070,307000
31071,307000
31072,307000
31073,307000
31074,307000
31075,307000
31076,307000
31077,307000
31078,307000
31079,307000
31080,307000
31081,307000
31082,307000
31083,307000
31084,307000
31085,307000
31086,307000
31087,307000
31088,307000
31089,307000
31090,307000
31091,307000
31092,307000
31093,307000
31094,307000
31095,307000
31096,307000
31097,307000
31098,307000
31099,307000
31100,307000
31101,307000
31102,307000
31103,307000
31104,307000
31105,307000
31106,307000
31107,307000
31108,307000
31109,307000
31110,307000
31111,307000
31112,307000
31113,307000
31114,307000
31115,307000
31116,307000
31117,307000
31118,307000
31119,307000
31120,307000
31121,307000
31122,307000
31123,307000
31124,307000
31125,307000
31126,307000
31127,307000
31128,307000
31129,307000
31130,307000
31131,307000
31132,307000
31133,307000
31134,307000
31135,307000
31136,307000
31137,307000
31138,307000
31139,307000
31140,307000
31141,307000
31142,307000
31143,307000
31144,307000
31145,307000
31146,307000
31147,307000
31148,307000
31149,307000
31150,307000
31151,307000
31152,307000
31153,307000
31154,308000
31155,308000
31156,308000
31157,308000
31158,308000
31159,308000
31160,308000
31161,308000
31162,308000
31163,308000
31164,308000
31165,308000
31166,308000
31167,308000
31168,308000
31169,308000
31170,308000
31171,308000
31172,308000
31173,308000
31174,308000
31175,308000
31176,308000
31177,308000
31178,308000
31179,308000
31180,308000
31181,308000
31182,308000
31183,308000
31184,308000
31185,308000
31186,308000
31187,308000
31188,308000
31189,308000
31190,308000
31191,308000
31192,308000
31193,308000
31194,308000
31195,308000
31196,308000
31197,308000
31198,308000
31199,308000
31200,308000
31201,308000
31202,308000
31203,308000
31204,308000
31205,308000
31206,308000
31207,308000
31208,308000
31209,308000
31210,308000
31211,308000
31212,308000
31213,308000
31214,308000
31215,308000
31216,308000
31217,308000
31218,308000
31219,308000
31220,308000
31221,308000
31222,308000
31223,308000
31224,308000
31225,308000
31226,308000
31227,308000
31228,308000
31229,308000
31230,308000
31231,308000
31232,308000
31233,308000
31234,308000
31235,308000
31236,308000
31237,308000
31238,308000
31239,308000
31240,308000
31241,308000
31242,308000
31243,308000
31244,308000
31245,308000
31246,308000
31247,308000
31248,308000
31249,308000
31250,308000
31251,308000
31252,308000
31253,308000
31254,308000
31255,308000
31256,308000
31257,308000
31258,308000
31259,308000
31260,308000
31261,308000
31262,308000
31263,308000
31264,308000
31265,308000
31266,308000
31267,308000
31268,308000
31269,308000
31270,308000
31271,308000
31272,308000
31273,308000
31274,308000
31275,308000
31276,308000
31277,308000
31278,308000
31279,308000
31280,308000
31281,308000
31282,308000
31283,308000
31284,308000
31285,308000
31286,308000
31287,308000
31288,308000
31289,308000
31290,308000
31291,308000
31292,308000
31293,308000
31294,308000
31295,308000
31296,308000
31297,308000
31298,308000
31299,308000
31300,308000
31301,308000
31302,308000
31303,308000
31304,308000
31305,308000
31306,308000
31307,308000
31308,308000
31309,308000
31310,308000
31311,308000
31312,308000
31313,308000
31314,308000
31315,308000
31316,308000
31317,308000
31318,308000
31319,308000
31320,308000
31321,308000
31322,308000
31323,308000
31324,308000
31325,308000
31326,308000
31327,308000
31328,308000
31329,308000
31330,308000
31331,308000
31332,308000
31333,308000
31334,308000
31335,308000
31336,308000
31337,308000
31338,308000
31339,308000
31340,308000
31341,308000
31342,308000
31343,308000
31344,308000
31345,308000
31346,308000
31347,308000
31348,308000
31349,310000
31350,310000
31351,310000
31352,310000
31353,310000
31354,310000
31355,310000
31356,310000
31357,310000
31358,310000
31359,310000
31360,310000
31361,310000
31362,310000
31363,310000
31364,310000
31365,310000
31366,310000
31367,310000
31368,310000
31369,310000
31370,310000
31371,310000
31372,310000
31373,310000
31374,310000
31375,310000
31376,310000
31377,310000
31378,310000
31379,310000
31380,310000
31381,310000
31382,310000
31383,310000
31384,310000
31385,310000
31386,310000
31387,310000
31388,310000
31389,310000
31390,310000
31391,310000
31392,310000
31393,310000
31394,310000
31395,310000
31396,310000
31397,310000
31398,310000
31399,310000
31400,310000
31401,310000
31402,310000
31403,310000
31404,310000
31405,310000
31406,310000
31407,310000
31408,310000
31409,310000
31410,310000
31411,310000
31412,310000
31413,310000
31414,310000
31415,310000
31416,310000
31417,310000
31418,310000
31419,310000
31420,310000
31421,310000
31422,310000
31423,310000
31424,310000
31425,310000
31426,310000
31427,310000
31428,310000
31429,310000
31430,310000
31431,310000
31432,310000
31433,310000
31434,310000
31435,310000
31436,310000
31437,310000
31438,310000
31439,310000
31440,310000
31441,310000
31442,310000
31443,310000
31444,310000
31445,310000
31446,310000
31447,310000
31448,310000
31449,310000
31450,310000
31451,310000
31452,310000
31453,310000
31454,310000
31455,310000
31456,310000
31457,310000
31458,310000
31459,310000
31460,310000
31461,310000
31462,310000
31463,310000
31464,310000
31465,310000
31466,310000
31467,310000
31468,310000
31469,310000
31470,310000
31471,310000
31472,310000
31473,310000
31474,310000
31475,310000
31476,310000
31477,310000
31478,310000
31479,310000
31480,310000
31481,310000
31482,310000
31483,310000
31484,310000
31485,310000
31486,310000
31487,310000
31488,310000
31489,310000
31490,310000
31491,310000
31492,310000
31493,310000
31494,310000
31495,310000
31496,310000
31497,311000
31498,311000
31499,311000
31500,311000
31501,311000
31502,311000
31503,311000
31504,311000
31505,311000
31506,311000
31507,311000
31508,311000
31509,311000
31510,311000
31511,311000
31512,311000
31513,311000
31514,311000
31515,311000
31516,311000
31517,311000
31518,311000
31519,311000
31520,311000
31521,311000
31522,311000
31523,311000
31524,311000
31525,311000
31526,311000
31527,311000
31528,311000
31529,311000
31530,311000
31531,311000
31532,311000
31533,311000
31534,311000
31535,311000
31536,311000
31537,311000
31538,311000
31539,311000
31540,311000
31541,311000
31542,311000
31543,311000
31544,311000
31545,311000
31546,311000
31547,311000
31548,311000
31549,311000
31550,311000
31551,311000
31552,311000
31553,311000
31554,311000
31555,311000
31556,311000
31557,311000
31558,311000
31559,311000
31560,311000
31561,311000
31562,311000
31563,311000
31564,311000
31565,311000
31566,311000
31567,311000
31568,311000
31569,311000
31570,311000
31571,311000
31572,311000
31573,311000
31574,311000
31575,311000
31576,311000
31577,311000
31578,311000
31579,311000
31580,311000
31581,311000
31582,311000
31583,311000
31584,311000
31585,311000
31586,311000
31587,311000
31588,311000
31589,311000
31590,311000
31591,311000
31592,311000
31593,311000
31594,311000
31595,311000
31596,311000
31597,311000
31598,311000
31599,311000
31600,311000
31601,311000
31602,311000
31603,311000
31604,311000
31605,311000
31606,311000
31607,311000
31608,311000
31609,311000
31610,311000
31611,311000
31612,311000
31613,311000
31614,311000
31615,311000
31616,311000
31617,311000
31618,311000
31619,311000
31620,311000
31621,311000
31622,311000
31623,311000
31624,311000
31625,311000
31626,311000
31627,311000
31628,311000
31629,311000
31630,311000
31631,311000
31632,311000
31633,311000
31634,311000
31635,311000
31636,311000
31637,311000
31638,311000
31639,311000
31640,311000
31641,311000
31642,311000
31643,311000
31644,311000
31645,311000
31646,311000
31647,311000
31648,311000
31649,311000
31650,311000
31651,311000
31652,311000
31653,311000
31654,311000
31655,311000
31656,311000
31657,311000
31658,311000
31659,311000
31660,311000
31661,311000
31662,311000
31663,311000
31664,311000
31665,311000
31666,311000
31667,311000
31668,311000
31669,311000
31670,311000
31671,311000
31672,311000
31673,311000
31674,311000
31675,311000
31676,311000
31677,311000
31678,311000
31679,311000
31680,311000
31681,311000
31682,311000
31683,311000
31684,311000
31685,311000
31686,311000
31687,311000
31688,311000
